nome;dimensao;material; qtd ;unid; unit ; total 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø27mmx360mm;Ø27mmx360mm;AÇO; 40,00 ;UN; -   ; -   
REDUÇÃO CONCÊNTRICA COM FLANGES PN10;DN600x400;FD; 2,00 ;UN; 7.772,81 ; 15.545,62 
CURVA 90° COM FLANGES PN10;DN400;FD; 1,00 ;UN; 5.519,80 ; 5.519,80 
TOCO COM FLANGES PN10;DN400x0,50m;FD; 1,00 ;UN; 2.621,36 ; 2.621,36 
TÊ COM BOLSAS JUNTA ELÁSTICA JE2GS E FLANGE PN10;DN400;FD; 1,00 ;UN; 5.613,15 ; 5.613,15 
LUVA DE CORRER COM BOLSAS JUNTA MECÂNICA;DN400;FD; 2,00 ;UN; 2.807,60 ; 5.615,20 
TÊ COM BOLSAS JUNTA ELÁSTICA JE2GS;DN400;FD; 1,00 ;UN; 3.365,50 ; 3.365,50 
CURVA 45° COM BOLSAS JUNTA ELÁSTICA JE2GS;DN400;FD; 1,00 ;UN; 2.032,21 ; 2.032,21 
TUBO COM FLANGE E PONTA PN10;DN400x4,50m;FD; 1,00 ;UN; 5.516,70 ; 5.516,70 
JUNTA DE DESMONTAGEM TRAVADA AXIALMENTE PN10;DN600;FD; 1,00 ;UN; 8.902,68 ; 8.902,68 
TOCO COM FLANGES PN10;DN600x0,50m;FD; 1,00 ;UN; 6.443,09 ; 6.443,09 
VÁLVULA BORBOLETA BI-EXCENTRICA COM FLANGES PN10 ACIONAMENTO MANUAL COM CABEÇOTE;DN600;FD; 1,00 ;UN; 27.780,40 ; 27.780,40 
TUBO COM FLANGE E PONTA PN10;DN600x1,00m;FD; 1,00 ;UN; 3.788,09 ; 3.788,09 
LUVA DE CORRER COM BOLSAS JUNTA MECÂNICA;DN600;FD; 1,00 ;UN; 7.276,10 ; 7.276,10 
TAMPA PARA REGISTRO TD5;100mm;FD; 3,00 ;UN; 31,22 ; 93,66 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN400;DN400;EPDM; 4,00 ;UN; 131,77 ; 527,08 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN600;DN600;EPDM; 5,00 ;UN; 128,42 ; 642,10 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø24mmx110mm;Ø24mmx110mm;AÇO; 64,00 ;UN; 33,04 ; 2.114,56 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø27mmx120mm;Ø27mmx120mm;AÇO; 40,00 ;UN; 42,73 ; 1.709,20 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø27mmx360mm;Ø27mmx360mm;AÇO; 20,00 ;UN; -   ; -   
REDUÇÃO COM BOLSAS JUNTA ELÁSTICA JE2GS;DN600x400;FD; 1,00 ;UN; 5.061,86 ; 5.061,86 
TUBO CILÍNDRICO K7 - DN400x1,00m;DN400x1,00m;FD; 1,00 ;UN; 1.780,05 ; 1.780,05 
CURVA 11°15' COM BOLSAS JUNTA TRAVADA INTERNA JTI;DN400;FD; 1,00 ;UN; 3.385,52 ; 3.385,52 
TUBO COM FLANGE E PONTA PN10;DN400x1,00m;FD; 2,00 ;UN; 2.482,28 ; 4.964,56 
VÁLVULA DE GAVETA COM FLANGES E CUNHA DE BORRACHA CORPO CURTO COM CABEÇOTE PN10;DN400;FD; 3,00 ;UN; 10.172,35 ; 30.517,05 
JUNTA DE DESMONTAGEM TRAVADA AXIALMENTE PN10;DN400;FD; 2,00 ;UN; 3.952,35 ; 7.904,70 
TÊ COM FLANGES PN10;DN400;FD; 1,00 ;UN; 7.347,03 ; 7.347,03 
TUBO COM FLANGE E PONTA PN10;DN400x1,30m;FD; 1,00 ;UN; 2.725,69 ; 2.725,69 
LUVA DE CORRER COM BOLSAS JUNTA MECÂNICA;DN400;FD; 2,00 ;UN; 2.807,60 ; 5.615,20 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN400;DN400;EPDM; 8,00 ;UN; 131,77 ; 1.054,16 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø24mmx110mm;Ø24mmx110mm;AÇO; 64,00 ;UN; 33,04 ; 2.114,56 
REDUÇÃO CONCÊNTRICA COM FLANGES PN10;DN600x400;FD; 1,00 ;UN; 7.772,81 ; 7.772,81 
JUNTA DE DESMONTAGEM TRAVADA AXIALMENTE PN10;DN400;FD; 1,00 ;UN; 3.952,35 ; 3.952,35 
VÁLVULA DE GAVETA COM FLANGES E CUNHA DE BORRACHA CORPO CURTO COM CABEÇOTE PN10;DN400;FD; 1,00 ;UN; 10.172,35 ; 10.172,35 
TÊ COM FLANGES PN10;DN400;FD; 1,00 ;UN; 7.347,03 ; 7.347,03 
TUBO COM FLANGE E PONTA PN10;DN400x1,00m;FD; 2,00 ;UN; 2.482,28 ; 4.964,56 
LUVA DE CORRER COM BOLSAS JUNTA MECÂNICA;DN400;FD; 2,00 ;UN; 2.807,60 ; 5.615,20 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN400;DN400;EPDM; 5,00 ;UN; 131,77 ; 658,85 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN600;DN600;EPDM; 1,00 ;UN; 128,42 ; 128,42 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø24mmx110mm;Ø24mmx110mm;AÇO; 48,00 ;UN; 33,04 ; 1.585,92 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø27mmx360mm;Ø27mmx360mm;AÇO; 20,00 ;UN; -   ; -   
TUBO COM PONTA E BOLSA JUNTA ELÁSTICA JE2GS K7;DN700;FD; 123,00 ;M; 2.022,35 ; 248.749,05 
TUBO COM PONTA E BOLSA JUNTA TRAVADA EXTERNA JTE K7;DN700;FD; 66,00 ;M; 3.175,72 ; 209.597,52 
CURVA 11°15' COM BOLSAS JUNTA TRAVADA EXTERNA JTE;DN700;FD; 2,00 ;UN; 16.139,74 ; 32.279,48 
CURVA 22°30' COM BOLSAS JUNTA TRAVADA EXTERNA JTE;DN700;FD; 2,00 ;UN; 18.071,47 ; 36.142,94 
CURVA 45° COM BOLSAS JUNTA TRAVADA EXTERNA JTE;DN700;FD; 2,00 ;UN; 20.167,86 ; 40.335,72 
LUVA COM BOLSAS JUNTA ELÁSTICA JE2GS K7;DN700;FD; 2,00 ;UN; 6.516,35 ; 13.032,70 
TUBO COM PONTA E BOLSA JUNTA ELÁSTICA JE2GS K7;DN700;FD; 256,00 ;M; 2.022,35 ; 517.721,60 
TUBO COM PONTA E BOLSA JUNTA TRAVADA EXTERNA JTE K7;DN700;FD; 201,00 ;M; 3.175,22 ; 638.219,22 
CURVA 11°15' COM BOLSAS JUNTA TRAVADA EXTERNA JTE;DN700;FD; 7,00 ;UN; 16.139,74 ; 112.978,18 
CURVA 22°30' COM BOLSAS JUNTA TRAVADA EXTERNA JTE;DN700;FD; 7,00 ;UN; 18.071,47 ; 126.500,29 
CURVA 45° COM BOLSAS JUNTA TRAVADA EXTERNA JTE;DN700;FD; 3,00 ;UN; 20.167,86 ; 60.503,58 
LUVA COM BOLSAS JUNTA ELÁSTICA JE2GS K7;DN700;FD; 1,00 ;UN; 6.516,35 ; 6.516,35 
TUBO COM PONTA E BOLSA MPVC JEI 1MPA DEFOFO;DN300;DEFOFO; 139,00 ;M; -   ; -   
TUBO COM PONTA E BOLSA JUNTA TRAVADA INTERNA JTI K7;DN300;FD; 40,00 ;M; 764,56 ; 30.582,40 
CURVA 11°15' COM BOLSAS JUNTA TRAVADA INTERNA JTI;DN300;FD; 1,00 ;UN; 2.846,16 ; 2.846,16 
CURVA 45° COM BOLSAS JUNTA TRAVADA INTERNA JTI;DN300;FD; 2,00 ;UN; 3.078,80 ; 6.157,60 
CURVA 90° COM BOLSAS JUNTA TRAVADA INTERNA JTI;DN300;FD; 1,00 ;UN; 3.455,70 ; 3.455,70 
TUBO CILÍNDRICO K7 COM PONTA PARA JUNTA TRAVADA EXTERNA JTE E PONTA PARA JUNTA ELÁSTICA JGS - DN500x0,50m;DN500x0,50m;FD; 1,00 ;UN; 2.946,38 ; 2.946,38 
TUBO CILÍNDRICO K7 COM PONTAS PARA JUNTA TRAVADA EXTERNA JTE - DN500x0,50m;DN500x0,50m;FD; 1,00 ;UN; 2.946,38 ; 2.946,38 
TÊ COM BOLSAS JUNTA TRAVADA EXTERNA JTE;DN500;FD; 1,00 ;UN; 12.298,40 ; 12.298,40 
CURVA 90° COM BOLSAS JUNTA TRAVADA EXTERNA JTE;DN500;FD; 1,00 ;UN; 10.025,45 ; 10.025,45 
TUBO CILÍNDRICO K7 COM PONTAS PARA JUNTA TRAVADA EXTERNA JTE - DN600x5,80m;DN600x5,80m;FD; 1,00 ;UN; 14.406,96 ; 14.406,96 
REDUÇÃO COM BOLSAS JUNTA TRAVADA EXTERNA JTE;DN600x500;FD; 1,00 ;UN; 8.801,18 ; 8.801,18 
TUBO CILÍNDRICO K7 COM PONTAS PARA JUNTA TRAVADA EXTERNA JTE - DN600x0,50m;DN600x0,50m;FD; 3,00 ;UN; 3.574,53 ; 10.723,59 
TÊ COM BOLSAS JUNTA TRAVADA EXTERNA JTE;DN600;FD; 2,00 ;UN; 14.843,27 ; 29.686,54 
TUBO COM FLANGE PN10 E PONTA PARA JUNTA TRAVADA EXTERNA JTE;DN600x1,20m;FD; 1,00 ;UN; 4.478,08 ; 4.478,08 
VÁLVULA DE GAVETA COM FLANGES E CUNHA DE BORRACHA CORPO CURTO COM CABEÇOTE PN10;DN600;FD; 3,00 ;UN; 22.688,00 ; 68.064,00 
TUBO COM FLANGES PN10;DN600x5,00m;FD; 1,00 ;UN; 12.114,47 ; 12.114,47 
JUNTA DE DESMONTAGEM TRAVADA AXIALMENTE PN10;DN600;FD; 2,00 ;UN; 8.902,68 ; 17.805,36 
TUBO COM FLANGES PN10;DN600x1,20m;FD; 1,00 ;UN; 5.887,39 ; 5.887,39 
REDUÇÃO CONCÊNTRICA COM FLANGES PN10;DN700x600;FD; 1,00 ;UN; 9.867,89 ; 9.867,89 
TUBO COM FLANGE PN10 E PONTA PARA JUNTA ELÁSTICA JE2GS;DN700x0,70m;FD; 1,00 ;UN; 6.568,38 ; 6.568,38 
TUBO COM FLANGE PN10 E PONTA PARA JUNTA TRAVADA EXTERNA JTE;DN500x3,10m;FD; 1,00 ;UN; 5.977,03 ; 5.977,03 
JUNTA DE DESMONTAGEM TRAVADA AXIALMENTE PN10;DN500;FD; 1,00 ;UN; 6.757,84 ; 6.757,84 
VÁLVULA DE GAVETA COM FLANGES E CUNHA DE BORRACHA CORPO CURTO COM CABEÇOTE PN10;DN500;FD; 1,00 ;UN; 15.848,71 ; 15.848,71 
EXTREMIDADE COM FLANGE E PONTA COM ABA DE VEDAÇÃO PN10;DN500;FD; 1,00 ;UN; 6.326,85 ; 6.326,85 
TUBO COM FLANGE PN10 E PONTA PARA JUNTA TRAVADA EXTERNA JTE;DN600x1,50m;FD; 1,00 ;UN; 4.478,08 ; 4.478,08 
EXTREMIDADE COM FLANGE E PONTA COM ABA DE VEDAÇÃO PN10;DN600;FD; 1,00 ;UN; 7.718,75 ; 7.718,75 
LUVA DE CORRER COM BOLSAS JUNTA MECÂNICA;DN600;FD; 2,00 ;UN; 7.276,10 ; 14.552,20 
TUBO CILÍNDRICO K7 COM PONTAS PARA JUNTA TRAVADA EXTERNA JTE - DN600x5,75m;DN600x5,75m;FD; 1,00 ;UN; 14.406,96 ; 14.406,96 
CURVA 90° COM BOLSAS JUNTA TRAVADA EXTERNA JTE;DN600;FD; 1,00 ;UN; 13.301,78 ; 13.301,78 
TAMPA PARA REGISTRO TD5;100mm;FD; 2,00 ;UN; 31,22 ; 62,44 
TAMPÃO EM FERRO DÚCTIL D 400 PADRÃO IGUA-RIO - VÃO LIVRE Ø60cm;VÃO LIVRE Ø60cm;FD; 2,00 ;UN; -   ; -   
LUVA DE CORRER COM BOLSAS JUNTA MECÂNICA;DN700;FD; 1,00 ;UN; 14.123,81 ; 14.123,81 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN500;DN500;EPDM; 3,00 ;UN; 135,46 ; 406,38 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN600;DN600;EPDM; 10,00 ;UN; 128,42 ; 1.284,20 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN700;DN700;EPDM; 1,00 ;UN; 258,69 ; 258,69 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø24mmx110mm;Ø24mmx110mm;AÇO; 20,00 ;UN; 33,04 ; 660,80 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø27mmx120mm;Ø27mmx120mm;AÇO; 120,00 ;UN; 42,73 ; 5.127,60 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø27mmx130mm;Ø27mmx130mm;AÇO; 24,00 ;UN; 48,47 ; 1.163,28 
TÊ COM BOLSAS JUNTA TRAVADA EXTERNA JTE E FLANGE PN10;DN700x600;FD; 1,00 ;UN; -   ; -   
REDUÇÃO CONCÊNTRICA COM FLANGES PN10;DN600x400;FD; 1,00 ;UN; 7.772,81 ; 7.772,81 
REDUÇÃO CONCÊNTRICA COM FLANGES PN10;DN400x300;FD; 1,00 ;UN; 2.341,72 ; 2.341,72 
CURVA 11°15' COM FLANGES PN10;DN300;FD; 1,00 ;UN; 1.020,37 ; 1.020,37 
TUBO COM FLANGE PN10 E PONTA PARA JUNTA ELÁSTICA JE2GS;DN300x1,50m;FD; 1,00 ;UN; 2.168,01 ; 2.168,01 
VÁLVULA DE GAVETA COM BOLSAS JE2GS E CUNHA DE BORRACHA CORPO CURTO COM CABEÇOTE;DN300;FD; 1,00 ;UN; 2.809,27 ; 2.809,27 
TAMPA PARA REGISTRO TD5;100mm;FD; 1,00 ;UN; 31,22 ; 31,22 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN300;DN300;EPDM; 2,00 ;UN; -   ; -   
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN400;DN400;EPDM; 1,00 ;UN; -   ; -   
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN600;DN600;EPDM; 1,00 ;UN; -   ; -   
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø20mmx100mm;Ø20mmx100mm;AÇO; 24,00 ;UN; -   ; -   
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø24mmx110mm;Ø24mmx110mm;AÇO; 16,00 ;UN; -   ; -   
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø27mmx120mm;Ø27mmx120mm;AÇO; 20,00 ;UN; -   ; -   
TÊ COM BOLSAS JUNTA TRAVADA EXTERNA JTE E FLANGE PN10;DN700x1,00;FD; 2,00 ;UN; -   ; -   
TUBO CILÍNDRICO K7 COM UMA PONTA PARA JUNTA TRAVADA EXTERNA JTE - DN700x1,00m;DN700x1,00m;FD; 2,00 ;UN; 6.207,37 ; 12.414,74 
LUVA DE CORRER COM BOLSAS JUNTA MECÂNICA;DN700;FD; 2,00 ;UN; 14.123,81 ; 28.247,62 
TUBO COM FLANGE PN10 E PONTA PARA JUNTA TRAVADA EXTERNA JTE E ABA DE VEDAÇÃO À 65cm DA FLANGE;DN700x1,30m;FD; 1,00 ;UN; 11.231,65 ; 11.231,65 
TUBO COM FLANGE PN10 E PONTA PARA JUNTA TRAVADA EXTERNA JTE E ABA DE VEDAÇÃO À 45cm DA FLANGE;DN700x1,30m;FD; 1,00 ;UN; 11.231,65 ; 11.231,65 
JUNTA DE DESMONTAGEM TRAVADA AXIALMENTE PN10;DN700;FD; 1,00 ;UN; 10.607,02 ; 10.607,02 
VÁLVULA BORBOLETA BI-EXCENTRICA COM FLANGES PN10 ACIONAMENTO ATRAVÉS DE ATUADOR ELÉTRICO;DN700;FD; 1,00 ;UN; 68.392,61 ; 68.392,61 
TUBO CILÍNDRICO K7 COM PONTAS PARA JUNTA TRAVADA EXTERNA JTE - DN700x1,80m;DN700x1,80m;FD; 1,00 ;UN; 9.248,17 ; 9.248,17 
TUBO CILÍNDRICO K7 COM PONTAS PARA JUNTA TRAVADA EXTERNA JTE - DN700x1,35m;DN700x1,35m;FD; 1,00 ;UN; 7.613,65 ; 7.613,65 
TUBO COM FLANGE PN10 E PONTA PARA JUNTA TRAVADA EXTERNA JTE;DN700x0,50m;FD; 1,00 ;UN; 5.430,48 ; 5.430,48 
CURVA 22°30' COM BOLSAS JUNTA TRAVADA EXTERNA JTE;DN700;FD; 2,00 ;UN; 18.071,47 ; 36.142,94 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN700;DN700;EPDM; 5,00 ;UN; 258,69 ; 1.293,45 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø27mmx130mm;Ø27mmx130mm;AÇO; 72,00 ;UN; 48,47 ; 3.489,84 
REDUÇÃO COM PONTA E BOLSA JUNTA ELÁSTICA JE2GS;DN300x250;FD; 1,00 ;UN; 636,71 ; 636,71 
TUBO COM PONTA E BOLSA MPVC JEI 1MPA DEFOFO;DN250;FD; 3,00 ;M; -   ; -   
TÊ COM BOLSAS JUNTA ELÁSTICA JE2GS;DN250;FD; 3,00 ;UN; 1.213,00 ; 3.639,00 
LUVA DE CORRER COM BOLSAS JUNTA MECÂNICA;DN250;FD; 4,00 ;UN; 1.231,25 ; 4.925,00 
LUVA DE CORRER COM BOLSAS JUNTA MECÂNICA;DN700x0,90m;FD; 1,00 ;UN; -   ; -   
TUBO COM PONTA JE2GS E FLANGE PN10;DN700x0,90m;FD; 1,00 ;UN; 6.568,38 ; 6.568,38 
VÁLVULA BORBOLETA BI EXCENTRICA COM FLANGES PN10 COM ACIONAMENTO MANUAL COM VOLANTE;DN700;FD; 1,00 ;UN; 33.199,39 ; 33.199,39 
TUBO COM FLANGES PN10;DN700x0,50m;FD; 2,00 ;UN; 9.104,22 ; 18.208,44 
JUNTA DE DESMONTAGEM TRAVADA AXIALMENTE PN10;DN700;FD; 2,00 ;UN; 10.607,02 ; 21.214,04 
TUBO COM FLANGES PN10;DN700x3,50m;FD; 1,00 ;UN; 15.453,78 ; 15.453,78 
TUBO COM FLANGES PN10;DN700x6,05m;FD; 1,00 ;UN; 21.471,63 ; 21.471,63 
CURVA 90° COM FLANGES PN10;DN700;FD; 3,00 ;UN; 17.126,39 ; 51.379,17 
TUBO COM FLANGES PN10;DN700x0,70m;FD; 1,00 ;UN; 10.243,53 ; 10.243,53 
TUBO COM FLANGES PN10;DN700x2,50m;FD; 1,00 ;UN; 13.336,91 ; 13.336,91 
EXTREMIDADE COM FLANGE E PONTA COM ABA DE VEDAÇÃO PN10;DN700;FD; 1,00 ;UN; 8.745,05 ; 8.745,05 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN700;DN700;EPDM; 14,00 ;UN; 258,69 ; 3.621,66 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø27mmx130mm;Ø27mmx130mm;AÇO; 240,00 ;UN; 48,47 ; 11.632,80 
CURVA 45° COM BOLSAS JUNTA ELÁSTICA JE2GS K7;DN400;FD; 4,00 ;UN; 2.032,21 ; 8.128,84 
VÁLVULA DE GAVETA COM FLANGES E CUNHA DE BORRACHA CORPO CURTO COM CABEÇOTE PN10;DN200;FD; 1,00 ;UN; 1.356,14 ; 1.356,14 
JUNTA DE DESMONTAGEM TRAVADA AXIALMENTE PN10;DN200;FD; 1,00 ;UN; 1.485,41 ; 1.485,41 
TUBO COM FLANGE E PONTA PN10;DN200x1,00m;FD; 1,00 ;UN; 1.329,48 ; 1.329,48 
LUVA DE CORRER COM BOLSAS JUNTA MECÂNICA;DN200;FD; 3,00 ;UN; 876,95 ; 2.630,85 
TÊ COM BOLSAS JUNTA ELÁSTICA JE2GS;DN200;FD; 1,00 ;UN; 621,49 ; 621,49 
TAMPA PARA REGISTRO TD5;100mm;FD; 1,00 ;UN; 31,22 ; 31,22 
