nome;dimensao;material; qtd ;unid; unit ; total 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN200;DN200;EPDM; 3,00 ;UN; 36,60 ; 109,80 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø20mmx90mm;Ø20mmx90mm;AÇO; 8,00 ;UN; 16,84 ; 134,72 
VÁLVULA DE GAVETA COM FLANGES E CUNHA DE BORRACHA CORPO CURTO COM CABEÇOTE PN10;DN200;FD; 1,00 ;UN; 1.356,14 ; 1.356,14 
JUNTA DE DESMONTAGEM TRAVADA AXIALMENTE PN10;DN200;FD; 1,00 ;UN; 1.485,41 ; 1.485,41 
TUBO COM FLANGE E PONTA PN10;DN200x1,00m;FD; 1,00 ;UN; 1.329,48 ; 1.329,48 
LUVA DE CORRER COM BOLSAS JUNTA MECÂNICA;DN200;FD; 2,00 ;UN; 876,95 ; 1.753,90 
CURVA 90° BOLSAS JUNTA ELÁSTICA JE2GS;DN200;FD; 1,00 ;UN; 531,03 ; 531,03 
TAMPA PARA REGISTRO TD5;100mm;FD; 1,00 ;UN; 31,22 ; 31,22 
CAP BOLSAS JUNTA ELÁSTICA JE2GS;DN200;FD; 1,00 ;UN; 259,57 ; 259,57 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN200;DN200;EPDM; 3,00 ;UN; 36,60 ; 109,80 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø20mmx90mm;Ø20mmx90mm;AÇO; 8,00 ;UN; 16,84 ; 134,72 
REDUÇÃO COM FLANGES PN10;DN600x500;FD; 1,00 ;UN; 7.251,84 ; 7.251,84 
TOCO COM FLANGES PN10;DN500x0,50m;FD; 1,00 ;UN; 4.015,91 ; 4.015,91 
TÊ DE REDUÇÃO COM FLANGES PN10;DN500x400;FD; 1,00 ;UN; 9.518,43 ; 9.518,43 
VÁLVULA DE GAVETA COM FLANGES E CUNHA DE BORRACHA CORPO CURTO COM CABEÇOTE PN10;DN400;FD; 1,00 ;UN; 10.172,35 ; 10.172,35 
TOCO COM FLANGES PN10;DN400x0,50m;FD; 1,00 ;UN; 2.621,36 ; 2.621,36 
JUNTA DE DESMONTAGEM TRAVADA AXIALMENTE PN10;DN400;FD; 1,00 ;UN; 3.952,35 ; 3.952,35 
CURVA 90° COM FLANGES PN10;DN400;FD; 1,00 ;UN; 5.519,80 ; 5.519,80 
TUBO COM FLANGE E PONTA PN10;DN400x2,00m;FD; 1,00 ;UN; 3.358,82 ; 3.358,82 
LUVA DE CORRER COM BOLSAS JUNTA MECÂNICA;DN400;FD; 1,00 ;UN; 2.807,60 ; 2.807,60 
TAMPA PARA REGISTRO TD5;100mm;FD; 3,00 ;UN; 31,22 ; 93,66 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN400;DN400;EPDM; 5,00 ;UN; 131,77 ; 658,85 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN500;DN500;EPDM; 3,00 ;UN; 135,46 ; 406,38 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN600;DN600;EPDM; 1,00 ;UN; 128,42 ; 128,42 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø24mmx110mm;Ø24mmx110mm;AÇO; 48,00 ;UN; 33,04 ; 1.585,92 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø24mmx110mm;Ø24mmx110mm;AÇO; 40,00 ;UN; 33,04 ; 1.321,60 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø27mmx320mm;Ø27mmx320mm;AÇO; 20,00 ;UN; -   ; -   
LUVA DE CORRER COM BOLSAS JUNTA MECÂNICA;DN400;FD; 2,00 ;UN; 2.807,60 ; 5.615,20 
TÊ COM BOLSAS JUNTA ELÁSTICA JE2GS;DN400;FD; 1,00 ;UN; 3.365,50 ; 3.365,50 
CAP BOLSAS JUNTA ELÁSTICA JE2GS;DN400;FD; 1,00 ;UN; 1.206,57 ; 1.206,57 
TUBO COM PONTA E BOLSA JUNTA ELÁSTICA JE2GS K7;DN600;FD; 1.258,08 ;M; 1.290,75 ; 1.623.866,76 
TUBO COM PONTA E BOLSA JUNTA TRAVADA INTERNA JTI K7;DN600;FD; 178,21 ;M; 1.922,36 ; 342.583,78 
LUVA COM BOLSAS JUNTA TRAVADA INTERNA JTI;DN600;FD; 1,00 ;UN; 7.401,68 ; 7.401,68 
LUVA COM BOLSAS JUNTA ELÁSTICA JE2GS K7;DN600;FD; 1,00 ;UN; 3.957,85 ; 3.957,85 
CURVA 22°30' COM BOLSAS JUNTA TRAVADA INTERNA JTI;DN600;FD; 1,00 ;UN; 8.122,23 ; 8.122,23 
CURVA 45° COM BOLSAS JUNTA TRAVADA INTERNA JTI;DN600;FD; 3,00 ;UN; 10.019,07 ; 30.057,21 
CURVA 90° COM BOLSAS JUNTA TRAVADA INTERNA JTI;DN600;FD; 2,00 ;UN; 12.860,17 ; 25.720,34 
TÊ DE REDUÇÃO COM BOLSAS JUNTA TRAVADA INTERNA JTI E FLANGE PN10;DN600x100;FD; 3,00 ;UN; -   ; -   
VÁLVULA DE GAVETA COM FLANGES E CUNHA DE BORRACHA CORPO CURTO COM VOLANTE PN10;DN100;FD; 3,00 ;UN; 543,44 ; 1.630,32 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN100;DN100;EPDM; 6,00 ;UN; 21,31 ; 127,86 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø16mmx80mm;Ø16mmx80mm;AÇO; 48,00 ;UN; 11,21 ; 538,08 
TÊ DE REDUÇÃO COM BOLSAS JUNTA TRAVADA INTERNA JTI E FLANGE PN10;DN600x200;FD; 3,00 ;UN; -   ; -   
CURVA 45° COM FLANGES PN10;DN200;FD; 3,00 ;UN; 581,29 ; 1.743,87 
TOCO COM FLANGES PN10;DN200x0,50m;FD; 3,00 ;UN; 730,31 ; 2.190,93 
VÁLVULA DE GAVETA COM FLANGES E CUNHA DE BORRACHA CORPO CURTO COM CABEÇOTE PN10;DN200;FD; 3,00 ;UN; 1.356,14 ; 4.068,42 
TUBO COM FLANGE E PONTA PN10;DN200x1,00m;FD; 3,00 ;UN; 1.329,48 ; 3.988,44 
TAMPA PARA REGISTRO TD5;100mm;FD; 3,00 ;UN; 31,22 ; 93,66 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN200;DN200;EPDM; 12,00 ;UN; 36,60 ; 439,20 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø20mmx90mm;Ø20mmx90mm;AÇO; 96,00 ;UN; 16,84 ; 1.616,64 
VÁLVULA DE GAVETA COM FLANGES E CUNHA DE BORRACHA CORPO CURTO COM VOLANTE PN10;DN100;FD; 1,00 ;UN; 543,44 ; 543,44 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN100;DN100;EPDM; 2,00 ;UN; 21,31 ; 42,62 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø16mmx80mm;Ø16mmx80mm;AÇO; 8,00 ;UN; 11,21 ; 89,68 
VÁLVULA DE GAVETA COM FLANGES E CUNHA DE BORRACHA CORPO CURTO COM CABEÇOTE PN10;DN200;FD; 1,00 ;UN; 1.356,14 ; 1.356,14 
TUBO COM FLANGE E PONTA PN10;DN200x1,00m;FD; 1,00 ;UN; 1.329,48 ; 1.329,48 
TAMPA PARA REGISTRO TD5;100mm;FD; 1,00 ;UN; 31,22 ; 31,22 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN200;DN200;EPDM; 2,00 ;UN; 36,60 ; 73,20 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø20mmx90mm;Ø20mmx90mm;AÇO; 8,00 ;UN; 16,84 ; 134,72 
VÁLVULA DE GAVETA COM FLANGES E CUNHA DE BORRACHA CORPO CURTO COM CABEÇOTE PN10;DN100;FD; 2,00 ;UN; 504,94 ; 1.009,88 
TUBO COM FLANGE E PONTA PN10;DN100x1,00m;FD; 2,00 ;UN; 935,91 ; 1.871,82 
TAMPA PARA REGISTRO TD5;100mm;FD; 2,00 ;UN; 31,22 ; 62,44 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN100;DN100;EPDM; 4,00 ;UN; 31,31 ; 125,24 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø16mmx80mm;Ø16mmx80mm;AÇO; 16,00 ;UN; 11,21 ; 179,36 
VÁLVULA DE GAVETA COM FLANGES E CUNHA DE BORRACHA CORPO CURTO COM CABEÇOTE PN10;DN100;FD; 2,00 ;UN; 504,94 ; 1.009,88 
TUBO COM FLANGE E PONTA PN10;DN100x1,00m;FD; 2,00 ;UN; 935,91 ; 1.871,82 
TAMPA PARA REGISTRO TD5;100mm;FD; 2,00 ;UN; 31,22 ; 62,44 
CURVA DE 90° COM BOLSAS JE2GS;DN100;FD; 2,00 ;UN; 243,04 ; 486,08 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN100;DN100;EPDM; 4,00 ;UN; 21,31 ; 85,24 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø16mmx80mm;Ø16mmx80mm;AÇO; 16,00 ;UN; 11,21 ; 179,36 
VÁLVULA DE GAVETA COM FLANGES E CUNHA DE BORRACHA CORPO CURTO COM VOLANTE PN10;DN100;FD; 1,00 ;UN; 543,44 ; 543,44 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN100;DN100;EPDM; 2,00 ;UN; 21,31 ; 42,62 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN500;DN500;EPDM; 2,00 ;UN; 135,46 ; 270,92 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø16mmx80mm;Ø16mmx80mm;AÇO; 16,00 ;UN; 11,21 ; 179,36 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø24mmx300mm;Ø24mmx300mm;AÇO; 40,00 ;UN; -   ; -   
TUBO COM FLANGE E PONTA PN10;DN350x0,50m;FD; 2,00 ;UN; 1.729,40 ; 3.458,80 
CURVA 90° COM BOLSAS JUNTA TRAVADA INTERNA JTI;DN350;FD; 2,00 ;UN; 7.515,10 ; 15.030,20 
TUBO CILÍNDRICO K7 - DN350x0,85m;DN350x0,85m;FD; 1,00 ;UN; 1.243,91 ; 1.243,91 
TUBO COM FLANGE PN10 E PONTA;DN350x3,00m;FD; 1,00 ;UN; 3.720,45 ; 3.720,45 
TUBO COM FLANGES PN10;DN350x5,80m;FD; 1,00 ;UN; 6.779,89 ; 6.779,89 
TÊ DE REDUÇÃO COM FLANGES PN10;DN350x100;FD; 1,00 ;UN; 3.195,10 ; 3.195,10 
VÁLVULA DE GAVETA COM FLANGES E CUNHA DE BORRACHA CORPO CURTO COM VOLANTE PN10;DN100;FD; 1,00 ;UN; 543,44 ; 543,44 
TUBO COM FLANGE PN10 E PONTA PN10;DN350x2,50m;FD; 1,00 ;UN; 3.297,93 ; 3.297,93 
CURVA 45° COM BOLSAS JUNTA TRAVADA INTERNA JTI;DN350;FD; 2,00 ;UN; 3.548,65 ; 7.097,30 
TUBO CILÍNDRICO K7 - DN350x1,50m;DN350x1,50m;FD; 1,00 ;UN; 2.033,91 ; 2.033,91 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN100;DN100;EPDM; 2,00 ;UN; 21,31 ; 42,62 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN350;DN350;EPDM; 5,00 ;UN; 119,37 ; 596,85 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø16mmx80mm;Ø16mmx80mm;AÇO; 16,00 ;UN; 11,21 ; 179,36 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø20mmx100mm;Ø20mmx100mm;AÇO; 48,00 ;UN; 17,99 ; 863,52 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø20mmx220mm;Ø20mmx220mm;AÇO; 32,00 ;UN; -   ; -   
LUVA DE CORRER COM BOLSAS JUNTA MECÂNICA;DN300;FD; 4,00 ;UN; 1.556,80 ; 6.227,20 
TUBO CILÍNDRICO K7 - DN300x0,50m;DN300x0,50m;FD; 7,00 ;UN; 780,30 ; 5.462,10 
TÊ COM BOLSAS JUNTA ELÁSTICA JE2GS;DN300;FD; 2,00 ;UN; 1.348,77 ; 2.697,54 
CURVA 22°30' COM BOLSAS JUNTA ELÁSTICA JE2GS;DN300;FD; 2,00 ;UN; 699,24 ; 1.398,48 
TUBO COM PONTA E BOLSA JUNTA ELÁSTICA JE2GS K7;DN300x6,00m;FD; 1,00 ;UN; 588,70 ; 588,70 
TUBO CILÍNDRICO K7 - DN300x2,67m;DN300x2,67m;FD; 1,00 ;UN; 2.974,65 ; 2.974,65 
VÁLVULA DE GAVETA COM BOLSAS COM CUNHA DE BORRACHA CORPO CURTO COM CABEÇOTE;DN300;FD; 1,00 ;UN; 2.809,27 ; 2.809,27 
TUBO COM PONTA E BOLSA MPVC JEI 1MPA DEFOFO;DN150;DEFOFO; 1,05 ;M; -   ; -   
TAMPA PARA REGISTRO TD5;100mm;FD; 1,00 ;UN; 31,22 ; 31,22 
TÊ COM FLANGES PN10;DN300;FD; 1,00 ;UN; 2.853,53 ; 2.853,53 
TUBO COM FLANGE E PONTA PN10;DN300x1,00m;FD; 2,00 ;UN; 1.849,52 ; 3.699,04 
LUVA DE CORRER COM BOLSAS JUNTA MECÂNICA;DN300;FD; 2,00 ;UN; 1.553,80 ; 3.107,60 
JUNTA DE DESMONTAGEM TRAVADA AXIALMENTE PN10;DN300;FD; 1,00 ;UN; 2.693,66 ; 2.693,66 
VÁLVULA DE GAVETA COM FLANGES E CUNHA DE BORRACHA CORPO CURTO COM CABEÇOTE PN10;DN300;FD; 1,00 ;UN; 2.809,27 ; 2.809,27 
TUBO COM FLANGE E PONTA PN10;DN600x0,50m;FD; 1,00 ;UN; 2.989,70 ; 2.989,70 
LUVA DE CORRER COM BOLSAS JUNTA MECÂNICA;DN600;FD; 1,00 ;UN; 7.276,10 ; 7.276,10 
TAMPA PARA REGISTRO TD5;100mm;FD; 1,00 ;UN; 31,22 ; 31,22 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN300;DN300;EPDM; 5,00 ;UN; 128,42 ; 642,10 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN600;DN600;EPDM; 1,00 ;UN; 128,42 ; 128,42 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø20mmx100mm;Ø20mmx100mm;AÇO; 24,00 ;UN; 17,99 ; 431,76 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø20mmx200mm;Ø20mmx200mm;AÇO; 12,00 ;UN; -   ; -   
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø27mmx360mm;Ø27mmx360mm;AÇO; 20,00 ;UN; -   ; -   
TÊ COM FLANGES PN10;DN300;FD; 1,00 ;UN; 2.853,53 ; 2.853,53 
TUBO COM FLANGE E PONTA PN10;DN300x1,00m;FD; 2,00 ;UN; 1.849,52 ; 3.699,04 
LUVA DE CORRER COM BOLSAS JUNTA MECÂNICA;DN300;FD; 2,00 ;UN; 1.556,80 ; 3.113,60 
JUNTA DE DESMONTAGEM TRAVADA AXIALMENTE PN10;DN300;FD; 1,00 ;UN; 2.693,66 ; 2.693,66 
VÁLVULA DE GAVETA COM FLANGES E CUNHA DE BORRACHA CORPO CURTO COM CABEÇOTE PN10;DN300;FD; 1,00 ;UN; 2.809,27 ; 2.809,27 
TAMPA PARA REGISTRO TD5;100mm;FD; 1,00 ;UN; 31,22 ; 31,22 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN300;DN300;EPDM; 5,00 ;UN; 97,86 ; 489,30 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø20mmx100mm;Ø20mmx100mm;AÇO; 24,00 ;UN; 17,99 ; 431,76 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø20mmx205mm;Ø20mmx205mm;AÇO; 12,00 ;UN; -   ; -   
TÊ COM FLANGES PN10;DN300;FD; 1,00 ;UN; 2.853,53 ; 2.853,53 
TUBO COM FLANGE E PONTA PN10;DN300x1,00m;FD; 2,00 ;UN; 1.849,52 ; 3.699,04 
LUVA DE CORRER COM BOLSAS JUNTA MECÂNICA;DN300;FD; 2,00 ;UN; 1.556,80 ; 3.113,60 
JUNTA DE DESMONTAGEM TRAVADA AXIALMENTE PN10;DN300;FD; 1,00 ;UN; 2.693,66 ; 2.693,66 
VÁLVULA DE GAVETA COM FLANGES E CUNHA DE BORRACHA CORPO CURTO COM CABEÇOTE PN10;DN300;FD; 1,00 ;UN; 2.809,27 ; 2.809,27 
TOCO COM FLANGES PN10;DN300x0,25m;FD; 1,00 ;UN; 1.040,44 ; 1.040,44 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN300;DN300;EPDM; 6,00 ;UN; 97,86 ; 587,16 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø20mmx100mm;Ø20mmx100mm;AÇO; 36,00 ;UN; 17,99 ; 647,64 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø20mmx205mm;Ø20mmx205mm;AÇO; 12,00 ;UN; -   ; -   
TÊ COM FLANGES PN10;DN300;FD; 1,00 ;UN; 2.853,53 ; 2.853,53 
TUBO COM FLANGE E PONTA PN10;DN300x1,00m;FD; 2,00 ;UN; 1.849,52 ; 3.699,04 
LUVA DE CORRER COM BOLSAS JUNTA MECÂNICA;DN300;FD; 2,00 ;UN; 1.556,80 ; 3.113,60 
JUNTA DE DESMONTAGEM TRAVADA AXIALMENTE PN10;DN300;FD; 1,00 ;UN; 2.693,66 ; 2.693,66 
VÁLVULA DE GAVETA COM FLANGES E CUNHA DE BORRACHA CORPO CURTO COM CABEÇOTE PN10;DN300;FD; 1,00 ;UN; 2.809,27 ; 2.809,27 
REDUÇÃO CONCÊNTRICA COM FLANGES PN10;DN350x300;FD; 1,00 ;UN; 2.029,61 ; 2.029,61 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN300;DN300;EPDM; 5,00 ;UN; 97,86 ; 489,30 
ARRUELA DE BORRACHA PARA JUNTA FLANGEADA PN10 - DN350;DN350;EPDM; 1,00 ;UN; 119,37 ; 119,37 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø20mmx100mm;Ø20mmx100mm;AÇO; 36,00 ;UN; 17,99 ; 647,64 
PARAFUSOS COM PORCAS SEXTAVADAS E ARRUELAS METÁLICAS PN10 - Ø20mmx220mm;Ø20mmx220mm;AÇO; 16,00 ;UN; -   ; -   
LUVA DE CORRER COM BOLSAS JUNTA MECÂNICA;DN300;FD; 3,00 ;UN; 1.556,80 ; 4.670,40 
TUBO CILÍNDRICO K7 - DN300x0,50m;DN300x0,50m;FD; 4,00 ;UN; 780,30 ; 3.121,20 
VÁLVULA DE GAVETA COM BOLSAS COM CUNHA DE BORRACHA CORPO CURTO COM CABEÇOTE;DN300;FD; 3,00 ;UN; 2.809,27 ; 8.427,81 
TÊ COM BOLSAS JUNTA ELÁSTICA JE2GS;DN300;FD; 1,00 ;UN; 1.348,77 ; 1.348,77 
TUBO CILÍNDRICO K7 - DN300x0,36m;DN300x0,36m;FD; 1,00 ;UN; 1.243,91 ; 1.243,91 
CURVA 45° COM BOLSAS JUNTA ELÁSTICA JE2GS;DN300;FD; 1,00 ;UN; 871,07 ; 871,07 
TUBO CILÍNDRICO K7 - DN300x5,00m;DN300x5,00m;FD; 2,00 ;UN; 5.027,22 ; 10.054,44 
TUBO CILÍNDRICO K7 - DN300x2,00m;DN300x2,00m;FD; 1,00 ;UN; 2.109,60 ; 2.109,60 
TÊ COM BOLSAS E JUNTA TRAVADA INTERNA JTI;DN600x300;FD; 1,00 ;UN; 12.638,50 ; 12.638,50 
TAMPA PARA REGISTRO TD5;100mm;FD; 3,00 ;UN; 31,22 ; 93,66 
